timestep,time,energy
139,0.4865,2.46708
140,0.49,2.46708
141,0.4935,2.46708
142,0.497,2.46708
143,0.5005,2.46708
144,0.504,2.46708
145,0.5075,2.46708
146,0.511,2.46708
147,0.5145,2.46708
148,0.518,2.46708
149,0.5215,2.46708
150,0.525,2.46708
151,0.5285,2.46708
152,0.532,2.46708
153,0.5355,2.46708
154,0.539,2.46708
155,0.5425,2.46708
156,0.546,2.46708
157,0.5495,2.46708
158,0.553,2.46708
159,0.5565,2.46708
160,0.56,2.46708
161,0.5635,2.46708
162,0.567,2.46708
163,0.5705,2.46708
164,0.574,2.46708
165,0.5775,2.46708
166,0.581,2.46708
167,0.5845,2.46708
168,0.588,2.46708
169,0.5915,2.46708
170,0.595,2.46708
171,0.5985,2.46708
172,0.602,2.46708
173,0.6055,2.46708
174,0.609,2.46708
175,0.6125,2.46708
176,0.616,2.46708
177,0.6195,2.46708
178,0.623,2.46708
179,0.6265,2.46708
180,0.63,2.46708
181,0.6335,2.46708
182,0.637,2.46708
183,0.6405,2.46708
184,0.644,2.46708
185,0.6475,2.46708
186,0.651,2.46708
187,0.6545,2.46708
188,0.658,2.46708
189,0.6615,2.46708
190,0.665,2.46708
191,0.6685,2.46708
192,0.672,2.46708
193,0.6755,2.46708
194,0.679,2.46708
195,0.6825,2.46708
196,0.686,2.46708
197,0.6895,2.46708
198,0.693,2.46708
199,0.6965,2.46708
200,0.7,2.46708
201,0.7035,2.46708
202,0.707,2.46708
203,0.7105,2.46708
204,0.714,2.46708
205,0.7175,2.46708
206,0.721,2.46708
207,0.7245,2.46708
208,0.728,2.46708
209,0.7315,2.46708
210,0.735,2.46708
211,0.7385,2.46708
212,0.742,2.46708
213,0.7455,2.46708
214,0.749,2.46708
215,0.7525,2.46708
216,0.756,2.46708
217,0.7595,2.46708
218,0.763,2.46708
219,0.7665,2.46708
220,0.77,2.46708
221,0.7735,2.46708
222,0.777,2.46708
223,0.7805,2.46708
224,0.784,2.46708
225,0.7875,2.46708
226,0.791,2.46708
227,0.7945,2.46708
228,0.798,2.46708
229,0.8015,2.46708
230,0.805,2.46708
231,0.8085,2.46708
232,0.812,2.46708
233,0.8155,2.46708
234,0.819,2.46708
235,0.8225,2.46708
236,0.826,2.46708
237,0.8295,2.46708
238,0.833,2.46708
239,0.8365,2.46708
240,0.84,2.46708
241,0.8435,2.46708
242,0.847,2.46708
243,0.8505,2.46708
244,0.854,2.46708
245,0.8575,2.46708
246,0.861,2.46708
247,0.8645,2.46708
248,0.868,2.46708
249,0.8715,2.46708
250,0.875,2.46708
251,0.8785,2.46708
252,0.882,2.46708
253,0.8855,2.46708
254,0.889,2.46708
255,0.8925,2.46708
256,0.896,2.46708
257,0.8995,2.46708
258,0.903,2.46708
259,0.9065,2.46708
260,0.91,2.46708
261,0.9135,2.46708
262,0.917,2.46708
263,0.9205,2.46708
264,0.924,2.46708
265,0.9275,2.46708
266,0.931,2.46708
267,0.9345,2.46708
268,0.938,2.46708
269,0.9415,2.46708
270,0.945,2.46708
271,0.9485,2.46708
272,0.952,2.46708
273,0.9555,2.46708
274,0.959,2.46708
275,0.9625,2.46708
276,0.966,2.46708
277,0.9695,2.46708
278,0.973,2.46708
279,0.9765,2.46708
280,0.98,2.46708
281,0.9835,2.46708
282,0.987,2.46708
283,0.9905,2.46708
284,0.994,2.46708
285,0.9975,2.46708
286,1.001,2.46708
287,1.0045,2.46708
288,1.008,2.46708
289,1.0115,2.46708
290,1.015,2.46708
291,1.0185,2.46708
292,1.022,2.46708
293,1.0255,2.46708
294,1.029,2.46708
295,1.0325,2.46708
296,1.036,2.46708
297,1.0395,2.46708
298,1.043,2.46708
299,1.0465,2.46708
300,1.05,2.46708
301,1.0535,2.46708
302,1.057,2.46708
303,1.0605,2.46708
304,1.064,2.46708
305,1.0675,2.46708
306,1.071,2.46708
307,1.0745,2.46708
308,1.078,2.46708
309,1.0815,2.46708
310,1.085,2.46708
311,1.0885,2.46708
312,1.092,2.46708
313,1.0955,2.46708
314,1.099,2.46708
315,1.1025,2.46708
316,1.106,2.46708
317,1.1095,2.46708
318,1.113,2.46708
319,1.1165,2.46708
320,1.12,2.46708
321,1.1235,2.46708
322,1.127,2.46708
323,1.1305,2.46708
324,1.134,2.46708
325,1.1375,2.46708
326,1.141,2.46708
327,1.1445,2.46708
328,1.148,2.46708
329,1.1515,2.46708
330,1.155,2.46708
331,1.1585,2.46708
332,1.162,2.46708
333,1.1655,2.46708
334,1.169,2.46708
335,1.1725,2.46708
336,1.176,2.46708
337,1.1795,2.46708
338,1.183,2.46708
339,1.1865,2.46708
340,1.19,2.46708
341,1.1935,2.46708
342,1.197,2.46708
343,1.2005,2.46708
344,1.204,2.46708
345,1.2075,2.46708
346,1.211,2.46708
347,1.2145,2.46708
348,1.218,2.46708
349,1.2215,2.46708
350,1.225,2.46708
351,1.2285,2.46708
352,1.232,2.46708
353,1.2355,2.46708
354,1.239,2.46708
355,1.2425,2.46708
356,1.246,2.46708
357,1.2495,2.46708
358,1.253,2.46708
359,1.2565,2.46708
360,1.26,2.46708
361,1.2635,2.46708
362,1.267,2.46708
363,1.2705,2.46708
364,1.274,2.46708
365,1.2775,2.46708
366,1.281,2.46708
367,1.2845,2.46708
368,1.288,2.46708
369,1.2915,2.46708
370,1.295,2.46708
371,1.2985,2.46708
372,1.302,2.46708
373,1.3055,2.46708
374,1.309,2.46708
375,1.3125,2.46708
376,1.316,2.46708
377,1.3195,2.46708
378,1.323,2.46708
379,1.3265,2.46708
380,1.33,2.46708
381,1.3335,2.46708
382,1.337,2.46708
383,1.3405,2.46708
384,1.344,2.46708
385,1.3475,2.46708
386,1.351,2.46708
387,1.3545,2.46708
388,1.358,2.46708
389,1.3615,2.46708
390,1.365,2.46708
391,1.3685,2.46708
392,1.372,2.46708
393,1.3755,2.46708
394,1.379,2.46708
395,1.3825,2.46708
396,1.386,2.46708
397,1.3895,2.46708
398,1.393,2.46708
399,1.3965,2.46708
400,1.4,2.46708
401,1.4035,2.46708
402,1.407,2.46708
403,1.4105,2.46708
404,1.414,2.46708
405,1.4175,2.46708
406,1.421,2.46708
407,1.4245,2.46708
408,1.428,2.46708
409,1.4315,2.46708
410,1.435,2.46708
411,1.4385,2.46708
412,1.442,2.46708
413,1.4455,2.46708
414,1.449,2.46708
415,1.4525,2.46708
416,1.456,2.46708
417,1.4595,2.46708
418,1.463,2.46708
419,1.4665,2.46708
420,1.47,2.46708
421,1.4735,2.46708
422,1.477,2.46708
423,1.4805,2.46708
424,1.484,2.46708
425,1.4875,2.46708
426,1.491,2.46708
427,1.4945,2.46708
428,1.498,2.46708
429,1.5015,2.46708
430,1.505,2.46708
431,1.5085,2.46708
432,1.512,2.46708
433,1.5155,2.46708
434,1.519,2.46708
435,1.5225,2.46708
436,1.526,2.46708
437,1.5295,2.46708
438,1.533,2.46708
439,1.5365,2.46708
440,1.54,2.46708
441,1.5435,2.46708
442,1.547,2.46708
443,1.5505,2.46708
444,1.554,2.46708
445,1.5575,2.46708
446,1.561,2.46708
447,1.5645,2.46708
448,1.568,2.46708
449,1.5715,2.46708
450,1.575,2.46708
451,1.5785,2.46708
452,1.582,2.46708
453,1.5855,2.46708
454,1.589,2.46708
455,1.5925,2.46708
456,1.596,2.46708
457,1.5995,2.46708
458,1.603,2.46708
459,1.6065,2.46708
460,1.61,2.46708
461,1.6135,2.46708
462,1.617,2.46708
463,1.6205,2.46708
464,1.624,2.46708
465,1.6275,2.46708
466,1.631,2.46708
467,1.6345,2.46708
468,1.638,2.46708
469,1.6415,2.46708
470,1.645,2.46708
471,1.6485,2.46708
472,1.652,2.46708
473,1.6555,2.46708
474,1.659,2.46708
475,1.6625,2.46708
476,1.666,2.46708
477,1.6695,2.46708
478,1.673,2.46708
479,1.6765,2.46708
480,1.68,2.46708
481,1.6835,2.46708
482,1.687,2.46708
483,1.6905,2.46708
484,1.694,2.46708
485,1.6975,2.46708
486,1.701,2.46708
487,1.7045,2.46708
488,1.708,2.46708
489,1.7115,2.46708
490,1.715,2.46708
491,1.7185,2.46708
492,1.722,2.46708
493,1.7255,2.46708
494,1.729,2.46708
495,1.7325,2.46708
496,1.736,2.46708
497,1.7395,2.46708
498,1.743,2.46708
499,1.7465,2.46708
500,1.75,2.46708
501,1.7535,2.46708
502,1.757,2.46708
503,1.7605,2.46708
504,1.764,2.46708
505,1.7675,2.46708
506,1.771,2.46708
507,1.7745,2.46708
508,1.778,2.46708
509,1.7815,2.46708
510,1.785,2.46708
511,1.7885,2.46708
512,1.792,2.46708
513,1.7955,2.46708
514,1.799,2.46708
515,1.8025,2.46708
516,1.806,2.46708
517,1.8095,2.46708
518,1.813,2.46708
519,1.8165,2.46708
520,1.82,2.46708
521,1.8235,2.46708
522,1.827,2.46708
523,1.8305,2.46708
524,1.834,2.46708
525,1.8375,2.46708
526,1.841,2.46708
527,1.8445,2.46708
528,1.848,2.46708
529,1.8515,2.46708
530,1.855,2.46708
531,1.8585,2.46708
532,1.862,2.46708
533,1.8655,2.46708
534,1.869,2.46708
535,1.8725,2.46708
536,1.876,2.46708
537,1.8795,2.46708
538,1.883,2.46708
539,1.8865,2.46708
540,1.89,2.46708
541,1.8935,2.46708
542,1.897,2.46708
543,1.9005,2.46708
544,1.904,2.46708
545,1.9075,2.46708
546,1.911,2.46708
547,1.9145,2.46708
548,1.918,2.46708
549,1.9215,2.46708
550,1.925,2.46708
551,1.9285,2.46708
552,1.932,2.46708
553,1.9355,2.46708
554,1.939,2.46708
555,1.9425,2.46708
556,1.946,2.46708
557,1.9495,2.46708
558,1.953,2.46708
559,1.9565,2.46708
560,1.96,2.46708
561,1.9635,2.46708
562,1.967,2.46708
563,1.9705,2.46708
564,1.974,2.46708
565,1.9775,2.46708
566,1.981,2.46708
567,1.9845,2.46708
568,1.988,2.46708
569,1.9915,2.46708
570,1.995,2.46708
571,1.9985,2.46708
572,2.002,2.46708
