timestep,time,L2_error,H1_error,rel_L2_error,rel_H1_error
1,0.0035,7.397635e-02,1.088592e+01,1.479706e-01,4.781362e+00
2,7.000000e-03,7.394952e-02,1.088197e+01,1.479706e-01,4.781362e+00
3,1.050000e-02,7.390481e-02,1.087539e+01,1.479706e-01,4.781361e+00
4,1.400000e-02,7.384224e-02,1.086618e+01,1.479706e-01,4.781359e+00
5,1.750000e-02,7.376181e-02,1.085434e+01,1.479706e-01,4.781357e+00
6,2.100000e-02,7.366355e-02,1.083987e+01,1.479707e-01,4.781355e+00
7,2.450000e-02,7.354748e-02,1.082278e+01,1.479707e-01,4.781353e+00
8,2.800000e-02,7.341363e-02,1.080308e+01,1.479708e-01,4.781350e+00
9,3.150000e-02,7.326203e-02,1.078076e+01,1.479708e-01,4.781346e+00
10,3.500000e-02,7.309272e-02,1.075583e+01,1.479708e-01,4.781342e+00
11,3.850000e-02,7.290574e-02,1.072830e+01,1.479709e-01,4.781338e+00
12,4.200000e-02,7.270113e-02,1.069818e+01,1.479710e-01,4.781334e+00
13,4.550000e-02,7.247895e-02,1.066547e+01,1.479710e-01,4.781329e+00
14,4.900000e-02,7.223924e-02,1.063017e+01,1.479711e-01,4.781323e+00
15,5.250000e-02,7.198207e-02,1.059231e+01,1.479712e-01,4.781317e+00
16,5.600000e-02,7.170749e-02,1.055189e+01,1.479713e-01,4.781311e+00
17,5.950000e-02,7.141558e-02,1.050891e+01,1.479714e-01,4.781304e+00
18,6.300000e-02,7.110640e-02,1.046339e+01,1.479715e-01,4.781297e+00
19,6.650000e-02,7.078004e-02,1.041534e+01,1.479716e-01,4.781289e+00
20,7.000000e-02,7.043656e-02,1.036477e+01,1.479717e-01,4.781281e+00
21,7.350000e-02,7.007605e-02,1.031170e+01,1.479718e-01,4.781272e+00
22,7.700000e-02,6.969860e-02,1.025613e+01,1.479719e-01,4.781263e+00
23,8.050000e-02,6.930430e-02,1.019808e+01,1.479721e-01,4.781253e+00
24,8.400000e-02,6.889324e-02,1.013756e+01,1.479722e-01,4.781243e+00
25,8.750000e-02,6.846553e-02,1.007459e+01,1.479723e-01,4.781232e+00
26,9.100000e-02,6.802126e-02,1.000918e+01,1.479725e-01,4.781221e+00
27,9.450000e-02,6.756055e-02,9.941354e+00,1.479727e-01,4.781209e+00
28,9.800000e-02,6.708351e-02,9.871121e+00,1.479728e-01,4.781197e+00
29,1.015000e-01,6.659024e-02,9.798501e+00,1.479730e-01,4.781184e+00
30,1.050000e-01,6.608088e-02,9.723511e+00,1.479732e-01,4.781170e+00
31,1.085000e-01,6.555555e-02,9.646168e+00,1.479734e-01,4.781156e+00
32,1.120000e-01,6.501436e-02,9.566493e+00,1.479736e-01,4.781141e+00
33,1.155000e-01,6.445746e-02,9.484503e+00,1.479738e-01,4.781126e+00
34,1.190000e-01,6.388497e-02,9.400220e+00,1.479740e-01,4.781109e+00
35,1.225000e-01,6.329703e-02,9.313662e+00,1.479742e-01,4.781093e+00
36,1.260000e-01,6.269380e-02,9.224852e+00,1.479745e-01,4.781075e+00
37,1.295000e-01,6.207541e-02,9.133811e+00,1.479747e-01,4.781057e+00
38,1.330000e-01,6.144201e-02,9.040560e+00,1.479750e-01,4.781038e+00
39,1.365000e-01,6.079375e-02,8.945122e+00,1.479753e-01,4.781018e+00
40,1.400000e-01,6.013080e-02,8.847521e+00,1.479755e-01,4.780997e+00
41,1.435000e-01,5.945331e-02,8.747779e+00,1.479758e-01,4.780975e+00
42,1.470000e-01,5.876145e-02,8.645922e+00,1.479761e-01,4.780953e+00
43,1.505000e-01,5.805538e-02,8.541973e+00,1.479765e-01,4.780929e+00
44,1.540000e-01,5.733527e-02,8.435959e+00,1.479768e-01,4.780905e+00
45,1.575000e-01,5.660130e-02,8.327903e+00,1.479771e-01,4.780880e+00
46,1.610000e-01,5.585365e-02,8.217834e+00,1.479775e-01,4.780853e+00
47,1.645000e-01,5.509250e-02,8.105776e+00,1.479779e-01,4.780825e+00
48,1.680000e-01,5.431803e-02,7.991758e+00,1.479783e-01,4.780796e+00
49,1.715000e-01,5.353042e-02,7.875807e+00,1.479787e-01,4.780766e+00
50,1.750000e-01,5.272987e-02,7.757950e+00,1.479791e-01,4.780735e+00
51,1.785000e-01,5.191658e-02,7.638218e+00,1.479796e-01,4.780702e+00
52,1.820000e-01,5.109073e-02,7.516637e+00,1.479801e-01,4.780668e+00
53,1.855000e-01,5.025253e-02,7.393239e+00,1.479805e-01,4.780632e+00
54,1.890000e-01,4.940219e-02,7.268052e+00,1.479811e-01,4.780594e+00
55,1.925000e-01,4.853990e-02,7.141107e+00,1.479816e-01,4.780555e+00
56,1.960000e-01,4.766587e-02,7.012435e+00,1.479822e-01,4.780514e+00
57,1.995000e-01,4.678032e-02,6.882066e+00,1.479828e-01,4.780471e+00
58,2.030000e-01,4.588346e-02,6.750033e+00,1.479834e-01,4.780426e+00
59,2.065000e-01,4.497551e-02,6.616368e+00,1.479840e-01,4.780379e+00
60,2.100000e-01,4.405669e-02,6.481101e+00,1.479847e-01,4.780329e+00
61,2.135000e-01,4.312721e-02,6.344267e+00,1.479854e-01,4.780277e+00
62,2.170000e-01,4.218731e-02,6.205899e+00,1.479862e-01,4.780222e+00
63,2.205000e-01,4.123721e-02,6.066029e+00,1.479870e-01,4.780164e+00
64,2.240000e-01,4.027714e-02,5.924692e+00,1.479879e-01,4.780103e+00
65,2.275000e-01,3.930733e-02,5.781922e+00,1.479888e-01,4.780038e+00
66,2.310000e-01,3.832802e-02,5.637754e+00,1.479897e-01,4.779970e+00
67,2.345000e-01,3.733944e-02,5.492222e+00,1.479907e-01,4.779898e+00
68,2.380000e-01,3.634184e-02,5.345361e+00,1.479918e-01,4.779821e+00
69,2.415000e-01,3.533545e-02,5.197207e+00,1.479929e-01,4.779740e+00
70,2.450000e-01,3.432052e-02,5.047796e+00,1.479941e-01,4.779653e+00
71,2.485000e-01,3.329729e-02,4.897164e+00,1.479954e-01,4.779561e+00
72,2.520000e-01,3.226601e-02,4.745348e+00,1.479968e-01,4.779462e+00
73,2.555000e-01,3.122694e-02,4.592384e+00,1.479983e-01,4.779357e+00
74,2.590000e-01,3.018031e-02,4.438309e+00,1.479999e-01,4.779243e+00
75,2.625000e-01,2.912639e-02,4.283160e+00,1.480016e-01,4.779121e+00
76,2.660000e-01,2.806543e-02,4.126975e+00,1.480035e-01,4.778990e+00
77,2.695000e-01,2.699768e-02,3.969792e+00,1.480055e-01,4.778847e+00
78,2.730000e-01,2.592341e-02,3.811649e+00,1.480077e-01,4.778692e+00
79,2.765000e-01,2.484287e-02,3.652583e+00,1.480102e-01,4.778524e+00
80,2.800000e-01,2.375633e-02,3.492635e+00,1.480128e-01,4.778339e+00
81,2.835000e-01,2.266405e-02,3.331841e+00,1.480157e-01,4.778137e+00
82,2.870000e-01,2.156629e-02,3.170241e+00,1.480190e-01,4.777913e+00
83,2.905000e-01,2.046331e-02,3.007875e+00,1.480226e-01,4.777665e+00
84,2.940000e-01,1.935540e-02,2.844781e+00,1.480266e-01,4.777388e+00
85,2.975000e-01,1.824280e-02,2.680999e+00,1.480312e-01,4.777077e+00
86,3.010000e-01,1.712580e-02,2.516568e+00,1.480364e-01,4.776725e+00
87,3.045000e-01,1.600467e-02,2.351529e+00,1.480424e-01,4.776323e+00
88,3.080000e-01,1.487967e-02,2.185920e+00,1.480494e-01,4.775860e+00
89,3.115000e-01,1.375108e-02,2.019783e+00,1.480576e-01,4.775320e+00
