timestep,time,energy
10,0.035,2.4674
20,0.07,2.4674
30,0.105,2.4674
40,0.14,2.4674
50,0.175,2.4674
60,0.21,2.4674
70,0.245,2.4674
80,0.28,2.4674
90,0.315,2.4674
100,0.35,2.4674
110,0.385,2.4674
120,0.42,2.4674
130,0.455,2.4674
140,0.49,2.4674
150,0.525,2.4674
160,0.56,2.4674
170,0.595,2.4674
180,0.63,2.4674
190,0.665,2.4674
200,0.7,2.4674
210,0.735,2.4674
220,0.77,2.4674
230,0.805,2.4674
240,0.84,2.4674
250,0.875,2.4674
260,0.91,2.4674
270,0.945,2.4674
280,0.98,2.4674
290,1.015,2.4674
300,1.05,2.4674
310,1.085,2.4674
320,1.12,2.4674
330,1.155,2.4674
340,1.19,2.4674
350,1.225,2.4674
360,1.26,2.4674
370,1.295,2.4674
380,1.33,2.4674
390,1.365,2.4674
400,1.4,2.4674
410,1.435,2.4674
420,1.47,2.4674
430,1.505,2.4674
440,1.54,2.4674
450,1.575,2.4674
460,1.61,2.4674
470,1.645,2.4674
480,1.68,2.4674
490,1.715,2.4674
500,1.75,2.4674
510,1.785,2.4674
520,1.82,2.4674
530,1.855,2.4674
540,1.89,2.4674
550,1.925,2.4674
560,1.96,2.4674
570,1.995,2.4674
