timestep,time,L2_error,H1_error,rel_L2_error,rel_H1_error
1,0.0035,3.185783e-02,2.428546e+01,6.372336e-02,1.066676e+01
2,7.000000e-03,3.184627e-02,2.427665e+01,6.372336e-02,1.066676e+01
3,1.050000e-02,3.182702e-02,2.426197e+01,6.372336e-02,1.066676e+01
4,1.400000e-02,3.180007e-02,2.424142e+01,6.372336e-02,1.066676e+01
5,1.750000e-02,3.176543e-02,2.421502e+01,6.372336e-02,1.066676e+01
6,2.100000e-02,3.172310e-02,2.418276e+01,6.372336e-02,1.066677e+01
7,2.450000e-02,3.167311e-02,2.414465e+01,6.372336e-02,1.066677e+01
8,2.800000e-02,3.161546e-02,2.410070e+01,6.372336e-02,1.066677e+01
9,3.150000e-02,3.155016e-02,2.405093e+01,6.372336e-02,1.066677e+01
10,3.500000e-02,3.147724e-02,2.399534e+01,6.372336e-02,1.066677e+01
11,3.850000e-02,3.139670e-02,2.393395e+01,6.372335e-02,1.066677e+01
12,4.200000e-02,3.130857e-02,2.386677e+01,6.372335e-02,1.066677e+01
13,4.550000e-02,3.121287e-02,2.379383e+01,6.372335e-02,1.066677e+01
14,4.900000e-02,3.110963e-02,2.371512e+01,6.372335e-02,1.066677e+01
15,5.250000e-02,3.099886e-02,2.363069e+01,6.372335e-02,1.066678e+01
16,5.600000e-02,3.088060e-02,2.354054e+01,6.372334e-02,1.066678e+01
17,5.950000e-02,3.075486e-02,2.344470e+01,6.372334e-02,1.066678e+01
18,6.300000e-02,3.062170e-02,2.334319e+01,6.372334e-02,1.066678e+01
19,6.650000e-02,3.048112e-02,2.323603e+01,6.372334e-02,1.066678e+01
20,7.000000e-02,3.033318e-02,2.312326e+01,6.372333e-02,1.066678e+01
21,7.350000e-02,3.017791e-02,2.300490e+01,6.372333e-02,1.066679e+01
22,7.700000e-02,3.001533e-02,2.288097e+01,6.372333e-02,1.066679e+01
23,8.050000e-02,2.984550e-02,2.275152e+01,6.372332e-02,1.066679e+01
24,8.400000e-02,2.966845e-02,2.261656e+01,6.372332e-02,1.066679e+01
25,8.750000e-02,2.948423e-02,2.247613e+01,6.372332e-02,1.066680e+01
26,9.100000e-02,2.929288e-02,2.233027e+01,6.372331e-02,1.066680e+01
27,9.450000e-02,2.909444e-02,2.217901e+01,6.372331e-02,1.066680e+01
28,9.800000e-02,2.888897e-02,2.202238e+01,6.372330e-02,1.066681e+01
29,1.015000e-01,2.867651e-02,2.186043e+01,6.372330e-02,1.066681e+01
30,1.050000e-01,2.845712e-02,2.169320e+01,6.372329e-02,1.066681e+01
31,1.085000e-01,2.823085e-02,2.152072e+01,6.372329e-02,1.066682e+01
32,1.120000e-01,2.799776e-02,2.134304e+01,6.372328e-02,1.066682e+01
33,1.155000e-01,2.775789e-02,2.116019e+01,6.372328e-02,1.066683e+01
34,1.190000e-01,2.751131e-02,2.097223e+01,6.372327e-02,1.066683e+01
35,1.225000e-01,2.725808e-02,2.077920e+01,6.372326e-02,1.066683e+01
36,1.260000e-01,2.699826e-02,2.058115e+01,6.372326e-02,1.066684e+01
37,1.295000e-01,2.673191e-02,2.037812e+01,6.372325e-02,1.066684e+01
38,1.330000e-01,2.645909e-02,2.017016e+01,6.372324e-02,1.066685e+01
39,1.365000e-01,2.617988e-02,1.995732e+01,6.372324e-02,1.066685e+01
40,1.400000e-01,2.589434e-02,1.973966e+01,6.372323e-02,1.066686e+01
41,1.435000e-01,2.560253e-02,1.951723e+01,6.372322e-02,1.066686e+01
42,1.470000e-01,2.530454e-02,1.929007e+01,6.372321e-02,1.066687e+01
43,1.505000e-01,2.500043e-02,1.905826e+01,6.372321e-02,1.066688e+01
44,1.540000e-01,2.469027e-02,1.882183e+01,6.372320e-02,1.066688e+01
45,1.575000e-01,2.437414e-02,1.858085e+01,6.372319e-02,1.066689e+01
46,1.610000e-01,2.405212e-02,1.833539e+01,6.372318e-02,1.066690e+01
47,1.645000e-01,2.372428e-02,1.808548e+01,6.372317e-02,1.066690e+01
48,1.680000e-01,2.339070e-02,1.783121e+01,6.372316e-02,1.066691e+01
49,1.715000e-01,2.305147e-02,1.757262e+01,6.372315e-02,1.066692e+01
50,1.750000e-01,2.270667e-02,1.730979e+01,6.372313e-02,1.066693e+01
