"N","Time","avg(X)","avg(Y)","avg(Z)","avg(partitioning)","avg(u)","avg(v)","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(partitioning)","max(u)","max(v)","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(partitioning)","med(u)","med(v)","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(partitioning)","min(u)","min(v)","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(partitioning)","q1(u)","q1(v)","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(partitioning)","q3(u)","q3(v)","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(partitioning)","std(u)","std(v)","std(vtkOriginalPointIds)","sum(X)","sum(Y)","sum(Z)","sum(partitioning)","sum(u)","sum(v)","sum(vtkOriginalPointIds)","vtkValidPointMask"
1,11,0.5,0.5,0,0,0.19739,-0.14068,76317,0.5,0.5,0,0,0.19739,-0.14068,76317,0.5,0.5,0,0,0.19739,-0.14068,76317,0.5,0.5,0,0,0.19739,-0.14068,76317,0.5,0.5,0,0,0.19739,-0.14068,76317,0.5,0.5,0,0,0.19739,-0.14068,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19739,-0.14068,76317,1
1,12,0.5,0.5,0,0,0.19687,-0.15367,76317,0.5,0.5,0,0,0.19687,-0.15367,76317,0.5,0.5,0,0,0.19687,-0.15367,76317,0.5,0.5,0,0,0.19687,-0.15367,76317,0.5,0.5,0,0,0.19687,-0.15367,76317,0.5,0.5,0,0,0.19687,-0.15367,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19687,-0.15367,76317,1
1,13,0.5,0.5,0,0,0.19631,-0.16657,76317,0.5,0.5,0,0,0.19631,-0.16657,76317,0.5,0.5,0,0,0.19631,-0.16657,76317,0.5,0.5,0,0,0.19631,-0.16657,76317,0.5,0.5,0,0,0.19631,-0.16657,76317,0.5,0.5,0,0,0.19631,-0.16657,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19631,-0.16657,76317,1
1,14,0.5,0.5,0,0,0.19571,-0.17939,76317,0.5,0.5,0,0,0.19571,-0.17939,76317,0.5,0.5,0,0,0.19571,-0.17939,76317,0.5,0.5,0,0,0.19571,-0.17939,76317,0.5,0.5,0,0,0.19571,-0.17939,76317,0.5,0.5,0,0,0.19571,-0.17939,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19571,-0.17939,76317,1
1,15,0.5,0.5,0,0,0.19506,-0.19212,76317,0.5,0.5,0,0,0.19506,-0.19212,76317,0.5,0.5,0,0,0.19506,-0.19212,76317,0.5,0.5,0,0,0.19506,-0.19212,76317,0.5,0.5,0,0,0.19506,-0.19212,76317,0.5,0.5,0,0,0.19506,-0.19212,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19506,-0.19212,76317,1
1,16,0.5,0.5,0,0,0.19436,-0.20475,76317,0.5,0.5,0,0,0.19436,-0.20475,76317,0.5,0.5,0,0,0.19436,-0.20475,76317,0.5,0.5,0,0,0.19436,-0.20475,76317,0.5,0.5,0,0,0.19436,-0.20475,76317,0.5,0.5,0,0,0.19436,-0.20475,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19436,-0.20475,76317,1
1,17,0.5,0.5,0,0,0.19362,-0.21729,76317,0.5,0.5,0,0,0.19362,-0.21729,76317,0.5,0.5,0,0,0.19362,-0.21729,76317,0.5,0.5,0,0,0.19362,-0.21729,76317,0.5,0.5,0,0,0.19362,-0.21729,76317,0.5,0.5,0,0,0.19362,-0.21729,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19362,-0.21729,76317,1
1,18,0.5,0.5,0,0,0.19284,-0.22973,76317,0.5,0.5,0,0,0.19284,-0.22973,76317,0.5,0.5,0,0,0.19284,-0.22973,76317,0.5,0.5,0,0,0.19284,-0.22973,76317,0.5,0.5,0,0,0.19284,-0.22973,76317,0.5,0.5,0,0,0.19284,-0.22973,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19284,-0.22973,76317,1
1,19,0.5,0.5,0,0,0.19202,-0.24207,76317,0.5,0.5,0,0,0.19202,-0.24207,76317,0.5,0.5,0,0,0.19202,-0.24207,76317,0.5,0.5,0,0,0.19202,-0.24207,76317,0.5,0.5,0,0,0.19202,-0.24207,76317,0.5,0.5,0,0,0.19202,-0.24207,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19202,-0.24207,76317,1
1,20,0.5,0.5,0,0,0.19115,-0.25431,76317,0.5,0.5,0,0,0.19115,-0.25431,76317,0.5,0.5,0,0,0.19115,-0.25431,76317,0.5,0.5,0,0,0.19115,-0.25431,76317,0.5,0.5,0,0,0.19115,-0.25431,76317,0.5,0.5,0,0,0.19115,-0.25431,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19115,-0.25431,76317,1
1,21,0.5,0.5,0,0,0.19024,-0.26644,76317,0.5,0.5,0,0,0.19024,-0.26644,76317,0.5,0.5,0,0,0.19024,-0.26644,76317,0.5,0.5,0,0,0.19024,-0.26644,76317,0.5,0.5,0,0,0.19024,-0.26644,76317,0.5,0.5,0,0,0.19024,-0.26644,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.19024,-0.26644,76317,1
1,22,0.5,0.5,0,0,0.18928,-0.27846,76317,0.5,0.5,0,0,0.18928,-0.27846,76317,0.5,0.5,0,0,0.18928,-0.27846,76317,0.5,0.5,0,0,0.18928,-0.27846,76317,0.5,0.5,0,0,0.18928,-0.27846,76317,0.5,0.5,0,0,0.18928,-0.27846,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18928,-0.27846,76317,1
1,23,0.5,0.5,0,0,0.18829,-0.29037,76317,0.5,0.5,0,0,0.18829,-0.29037,76317,0.5,0.5,0,0,0.18829,-0.29037,76317,0.5,0.5,0,0,0.18829,-0.29037,76317,0.5,0.5,0,0,0.18829,-0.29037,76317,0.5,0.5,0,0,0.18829,-0.29037,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18829,-0.29037,76317,1
