timestep,time,energy
10,0.01,2.4688
20,0.02,2.46895
30,0.03,2.46882
40,0.04,2.46872
50,0.05,2.46871
60,0.06,2.46872
70,0.07,2.46864
80,0.08,2.46845
90,0.09,2.46827
100,0.1,2.46817
110,0.11,2.4681
120,0.12,2.46796
130,0.13,2.46775
140,0.14,2.46755
150,0.15,2.46741
160,0.16,2.46728
170,0.17,2.4671
180,0.18,2.46688
190,0.19,2.46669
200,0.2,2.46655
210,0.21,2.46641
220,0.22,2.46623
230,0.23,2.46603
240,0.24,2.46587
250,0.25,2.46575
260,0.26,2.46563
270,0.27,2.46549
280,0.28,2.46536
290,0.29,2.46526
300,0.3,2.46518
310,0.31,2.46511
320,0.32,2.46504
330,0.33,2.46499
340,0.34,2.46496
350,0.35,2.46495
360,0.36,2.46495
370,0.37,2.46496
380,0.38,2.465
390,0.39,2.46505
400,0.4,2.4651
410,0.41,2.46517
420,0.42,2.46527
430,0.43,2.46538
440,0.44,2.46549
450,0.45,2.46559
460,0.46,2.46573
470,0.47,2.4659
480,0.48,2.46606
490,0.49,2.4662
500,0.5,2.46635
510,0.51,2.46653
520,0.52,2.46673
530,0.53,2.46691
540,0.54,2.46706
550,0.55,2.46721
560,0.56,2.4674
570,0.57,2.4676
580,0.58,2.46776
590,0.59,2.46788
600,0.6,2.46801
610,0.61,2.46818
620,0.62,2.46834
630,0.63,2.46844
640,0.64,2.46852
650,0.65,2.46858
660,0.66,2.46873
670,0.67,2.46887
680,0.68,2.4686
690,0.69,2.46905
700,0.7,2.46881
710,0.71,2.46872
720,0.72,2.46866
730,0.73,2.46887
740,0.74,2.46877
750,0.75,2.46885
760,0.76,2.46867
770,0.77,2.46856
780,0.78,2.46839
790,0.79,2.46818
800,0.8,2.46814
810,0.81,2.46798
820,0.82,2.46785
830,0.83,2.46771
840,0.84,2.46751
850,0.85,2.46742
860,0.86,2.46728
870,0.87,2.46706
880,0.88,2.46689
890,0.89,2.46668
900,0.9,2.4665
910,0.91,2.46635
920,0.92,2.46612
930,0.93,2.46594
940,0.94,2.46584
950,0.95,2.46565
960,0.96,2.46551
970,0.97,2.46543
980,0.98,2.46524
990,0.99,2.4651
1000,1,2.46501
1010,1.01,2.46494
1020,1.02,2.46487
1030,1.03,2.46482
1040,1.04,2.46479
1050,1.05,2.46476
1060,1.06,2.46474
1070,1.07,2.46475
1080,1.08,2.46477
1090,1.09,2.46479
1100,1.1,2.46484
1110,1.11,2.46492
1120,1.12,2.465
1130,1.13,2.46507
1140,1.14,2.46516
1150,1.15,2.4653
1160,1.16,2.46543
1170,1.17,2.46556
1180,1.18,2.46571
1190,1.19,2.46587
1200,1.2,2.46603
1210,1.21,2.46619
1220,1.22,2.46636
1230,1.23,2.46653
1240,1.24,2.4667
1250,1.25,2.46688
1260,1.26,2.46706
1270,1.27,2.46723
1280,1.28,2.4674
1290,1.29,2.46756
1300,1.3,2.46769
1310,1.31,2.46783
1320,1.32,2.46802
1330,1.33,2.46811
1340,1.34,2.46825
1350,1.35,2.46834
1360,1.36,2.46826
1370,1.37,2.46875
1380,1.38,2.46842
1390,1.39,2.46846
1400,1.4,2.46863
1410,1.41,2.46882
1420,1.42,2.46859
1430,1.43,2.46852
1440,1.44,2.46842
1450,1.45,2.46862
1460,1.46,2.46855
1470,1.47,2.46853
1480,1.48,2.46824
1490,1.49,2.46809
1500,1.5,2.46799
1510,1.51,2.46788
1520,1.52,2.46781
1530,1.53,2.46759
1540,1.54,2.46755
1550,1.55,2.46742
1560,1.56,2.46727
1570,1.57,2.4671
1580,1.58,2.46685
1590,1.59,2.46674
1600,1.6,2.46656
1610,1.61,2.46636
1620,1.62,2.46619
1630,1.63,2.46598
1640,1.64,2.46584
1650,1.65,2.4657
1660,1.66,2.46551
1670,1.67,2.46536
1680,1.68,2.46521
1690,1.69,2.4651
1700,1.7,2.465
1710,1.71,2.46488
1720,1.72,2.46478
1730,1.73,2.46473
1740,1.74,2.46468
1750,1.75,2.46464
1760,1.76,2.46462
1770,1.77,2.46461
1780,1.78,2.46461
1790,1.79,2.46463
1800,1.8,2.46467
1810,1.81,2.46473
1820,1.82,2.4648
1830,1.83,2.46488
1840,1.84,2.46497
1850,1.85,2.46509
1860,1.86,2.46522
1870,1.87,2.46534
1880,1.88,2.46547
1890,1.89,2.4656
1900,1.9,2.46574
1910,1.91,2.46598
1920,1.92,2.46611
1930,1.93,2.4662
1940,1.94,2.46647
1950,1.95,2.46666
1960,1.96,2.46679
1970,1.97,2.46696
1980,1.98,2.46715
1990,1.99,2.46734
2000,2,2.46758
