timestep,time,L2_error,H1_error,rel_L2_error,rel_H1_error
10,0.01,8.723986e-05,4.486587e-02,1.746521e-04,1.972327e-02
20,2.000000e-02,1.781018e-04,4.920287e-02,3.576144e-04,2.169407e-02
30,3.000000e-02,2.528304e-04,4.630057e-02,5.101859e-04,2.051585e-02
40,4.000000e-02,3.202089e-04,4.551547e-02,6.506658e-04,2.030895e-02
50,5.000000e-02,3.845215e-04,4.674098e-02,7.884165e-04,2.104441e-02
60,6.000000e-02,4.461587e-04,4.760000e-02,9.249887e-04,2.166995e-02
70,7.000000e-02,5.058989e-04,4.829025e-02,1.062782e-03,2.227634e-02
80,8.000000e-02,5.631805e-04,4.564865e-02,1.201456e-03,2.138416e-02
90,9.000000e-02,6.201811e-04,4.418188e-02,1.346587e-03,2.106512e-02
100,1.000000e-01,6.770511e-04,4.423055e-02,1.499698e-03,2.151337e-02
110,1.100000e-01,7.334466e-04,4.493058e-02,1.661381e-03,2.234842e-02
120,1.200000e-01,7.889619e-04,4.523506e-02,1.832212e-03,2.306741e-02
130,1.300000e-01,8.430582e-04,4.266604e-02,2.012578e-03,2.236565e-02
140,1.400000e-01,8.967400e-04,4.159466e-02,2.206782e-03,2.247680e-02
150,1.500000e-01,9.497433e-04,4.118620e-02,2.416551e-03,2.301152e-02
160,1.600000e-01,1.001935e-03,4.154596e-02,2.644326e-03,2.407731e-02
170,1.700000e-01,1.052872e-03,4.107860e-02,2.892216e-03,2.477848e-02
180,1.800000e-01,1.102313e-03,3.857239e-02,3.163439e-03,2.430720e-02
190,1.900000e-01,1.150768e-03,3.795612e-02,3.464247e-03,2.509035e-02
200,2.000000e-01,1.197865e-03,3.729186e-02,3.799625e-03,2.597472e-02
210,2.100000e-01,1.243578e-03,3.762667e-02,4.177132e-03,2.775267e-02
220,2.200000e-01,1.287466e-03,3.655149e-02,4.605071e-03,2.870843e-02
230,2.300000e-01,1.329493e-03,3.441330e-02,5.096013e-03,2.896509e-02
240,2.400000e-01,1.369867e-03,3.402557e-02,5.667941e-03,3.091408e-02
250,2.500000e-01,1.408259e-03,3.320928e-02,6.343284e-03,3.284694e-02
260,2.600000e-01,1.444687e-03,3.363563e-02,7.155784e-03,3.658364e-02
270,2.700000e-01,1.478753e-03,3.225095e-02,8.152998e-03,3.904525e-02
280,2.800000e-01,1.510545e-03,3.100007e-02,9.411386e-03,4.241178e-02
290,2.900000e-01,1.540052e-03,3.078769e-02,1.105473e-02,4.852814e-02
300,3.000000e-01,1.567050e-03,3.004232e-02,1.329739e-02,5.597847e-02
310,3.100000e-01,1.591567e-03,3.052503e-02,1.655319e-02,6.971347e-02
320,3.200000e-01,1.613298e-03,2.935636e-02,2.172466e-02,8.680495e-02
330,3.300000e-01,1.632383e-03,2.920703e-02,3.125551e-02,1.227993e-01
340,3.400000e-01,1.648617e-03,2.682985e-02,5.478976e-02,1.957951e-01
350,3.500000e-01,1.662072e-03,2.922637e-02,2.105669e-01,8.130532e-01
360,3.600000e-01,1.672539e-03,2.749551e-02,1.168071e-01,4.216565e-01
370,3.700000e-01,1.680087e-03,2.955112e-02,4.602642e-02,1.777678e-01
380,3.800000e-01,1.684637e-03,3.042056e-02,2.874095e-02,1.139636e-01
390,3.900000e-01,1.686018e-03,2.977641e-02,2.091557e-02,8.111176e-02
400,4.000000e-01,1.684339e-03,2.979326e-02,1.644096e-02,6.385864e-02
410,4.100000e-01,1.679607e-03,3.028819e-02,1.353621e-02,5.360021e-02
420,4.200000e-01,1.671756e-03,3.068628e-02,1.149190e-02,4.631984e-02
430,4.300000e-01,1.660891e-03,3.293995e-02,9.970808e-03,4.342261e-02
440,4.400000e-01,1.646759e-03,3.288252e-02,8.789771e-03,3.854042e-02
450,4.500000e-01,1.629572e-03,3.269036e-02,7.843762e-03,3.455210e-02
460,4.600000e-01,1.609355e-03,3.289212e-02,7.066376e-03,3.171325e-02
470,4.700000e-01,1.586309e-03,3.503041e-02,6.414691e-03,3.110550e-02
480,4.800000e-01,1.560160e-03,3.542015e-02,5.857559e-03,2.920127e-02
490,4.900000e-01,1.531221e-03,3.583488e-02,5.374948e-03,2.762144e-02
500,5.000000e-01,1.501123e-03,3.604568e-02,4.956655e-03,2.613543e-02
510,5.100000e-01,1.476222e-03,3.681840e-02,4.610007e-03,2.524753e-02
520,5.200000e-01,1.452346e-03,3.939522e-02,4.310140e-03,2.567253e-02
530,5.300000e-01,1.424852e-03,4.039863e-02,4.036012e-03,2.512774e-02
540,5.400000e-01,1.393918e-03,4.003005e-02,3.783585e-03,2.385922e-02
550,5.500000e-01,1.359928e-03,4.079112e-02,3.550148e-03,2.338300e-02
560,5.600000e-01,1.322967e-03,4.139739e-02,3.332774e-03,2.289991e-02
570,5.700000e-01,1.283385e-03,4.366461e-02,3.129692e-03,2.338181e-02
580,5.800000e-01,1.240920e-03,4.375538e-02,2.938000e-03,2.274800e-02
590,5.900000e-01,1.196075e-03,4.367106e-02,2.756968e-03,2.210400e-02
600,6.000000e-01,1.149254e-03,4.392373e-02,2.585795e-03,2.170108e-02
610,6.100000e-01,1.101050e-03,4.523630e-02,2.424239e-03,2.187055e-02
620,6.200000e-01,1.051687e-03,4.647316e-02,2.271355e-03,2.203965e-02
630,6.300000e-01,1.001546e-03,4.642467e-02,2.126669e-03,2.164619e-02
640,6.400000e-01,9.513894e-04,4.612081e-02,1.990599e-03,2.118978e-02
650,6.500000e-01,9.023981e-04,4.610623e-02,1.864486e-03,2.091821e-02
660,6.600000e-01,8.556547e-04,4.747573e-02,1.749486e-03,2.131510e-02
670,6.700000e-01,8.121504e-04,4.946640e-02,1.646627e-03,2.202283e-02
680,6.800000e-01,7.725920e-04,4.399734e-02,1.556458e-03,1.946334e-02
690,6.900000e-01,7.405097e-04,5.228170e-02,1.485307e-03,2.302710e-02
700,7.000000e-01,7.154204e-04,4.675471e-02,1.431554e-03,2.054356e-02
710,7.100000e-01,7.003965e-04,4.500415e-02,1.400909e-03,1.976616e-02
720,7.200000e-01,6.969334e-04,4.500127e-02,1.396157e-03,1.979573e-02
730,7.300000e-01,7.053361e-04,4.843448e-02,1.418001e-03,2.138154e-02
740,7.400000e-01,7.257569e-04,4.805471e-02,1.467153e-03,2.133163e-02
750,7.500000e-01,7.579733e-04,5.085363e-02,1.543897e-03,2.274522e-02
760,7.600000e-01,8.002611e-04,4.798235e-02,1.645756e-03,2.166802e-02
770,7.700000e-01,8.516195e-04,4.698570e-02,1.771967e-03,2.146741e-02
780,7.800000e-01,9.103223e-04,4.452220e-02,1.920480e-03,2.062506e-02
790,7.900000e-01,9.755880e-04,4.238753e-02,2.091413e-03,1.995333e-02
800,8.000000e-01,1.046043e-03,4.335687e-02,2.283847e-03,2.078640e-02
810,8.100000e-01,1.120442e-03,4.240193e-02,2.497314e-03,2.075264e-02
820,8.200000e-01,1.197586e-03,4.216362e-02,2.731632e-03,2.111822e-02
830,8.300000e-01,1.276775e-03,4.201513e-02,2.987978e-03,2.159099e-02
840,8.400000e-01,1.357447e-03,4.077716e-02,3.268192e-03,2.155786e-02
850,8.500000e-01,1.438963e-03,4.150328e-02,3.574370e-03,2.263791e-02
860,8.600000e-01,1.520774e-03,4.249354e-02,3.909339e-03,2.398642e-02
870,8.700000e-01,1.602043e-03,4.040182e-02,4.275817e-03,2.367826e-02
