timestep,time,L2_error,H1_error,rel_L2_error,rel_H1_error
10,0.035,3.168092e-02,2.402982e+01,6.413571e-02,1.068210e+01
20,7.000000e-02,3.092458e-02,2.319340e+01,6.496573e-02,1.069914e+01
30,1.050000e-01,2.949571e-02,2.180270e+01,6.604896e-02,1.072066e+01
40,1.400000e-01,2.747546e-02,1.989233e+01,6.761419e-02,1.074936e+01
50,1.750000e-01,2.498529e-02,1.750897e+01,7.011779e-02,1.078968e+01
60,2.100000e-01,2.219500e-02,1.470822e+01,7.455217e-02,1.084849e+01
70,2.450000e-01,1.934573e-02,1.155836e+01,8.342106e-02,1.094437e+01
80,2.800000e-01,1.679580e-02,8.141839e+00,1.046455e-01,1.113900e+01
90,3.150000e-01,1.503386e-02,4.555116e+00,1.764001e-01,1.173631e+01
100,3.500000e-01,1.457183e-02,9.126328e-01,1.846097e+00,2.538868e+01
110,3.850000e-01,1.558493e-02,2.879105e+00,2.238256e-01,9.079595e+00
120,4.200000e-01,1.774554e-02,6.503276e+00,1.219855e-01,9.816464e+00
130,4.550000e-01,2.054419e-02,9.931236e+00,9.432384e-02,1.001244e+01
140,4.900000e-01,2.354642e-02,1.310905e+01,8.265353e-02,1.010442e+01
150,5.250000e-01,2.679505e-02,1.598998e+01,7.764822e-02,1.017487e+01
160,5.600000e-01,2.987432e-02,1.850539e+01,7.525840e-02,1.023668e+01
170,5.950000e-01,3.216365e-02,2.059283e+01,7.322379e-02,1.029454e+01
180,6.300000e-01,3.365640e-02,2.224904e+01,7.146549e-02,1.037395e+01
190,6.650000e-01,3.439783e-02,2.339991e+01,7.001730e-02,1.045905e+01
200,7.000000e-01,3.446797e-02,2.398697e+01,6.897032e-02,1.053964e+01
210,7.350000e-01,3.396348e-02,2.401268e+01,6.845192e-02,1.062718e+01
220,7.700000e-01,3.302001e-02,2.349360e+01,6.870484e-02,1.073405e+01
230,8.050000e-01,3.182266e-02,2.241495e+01,7.017895e-02,1.085456e+01
240,8.400000e-01,3.058045e-02,2.079445e+01,7.362556e-02,1.099350e+01
250,8.750000e-01,2.951374e-02,1.868071e+01,8.036885e-02,1.117020e+01
260,9.100000e-01,2.883266e-02,1.611474e+01,9.293534e-02,1.140574e+01
270,9.450000e-01,2.867915e-02,1.316171e+01,1.166895e-01,1.175931e+01
280,9.800000e-01,2.909743e-02,9.890692e+00,1.659191e-01,1.238433e+01
290,1.015000e+00,2.999179e-02,6.379068e+00,2.977233e-01,1.390502e+01
300,1.050000e+00,3.082468e-02,2.715585e+00,1.302152e+00,2.519014e+01
310,1.085000e+00,3.184698e-02,1.064892e+00,5.901503e-01,4.333151e+00
320,1.120000e+00,3.290579e-02,4.762549e+00,2.525421e-01,8.026106e+00
330,1.155000e+00,3.384782e-02,8.367040e+00,1.663383e-01,9.028948e+00
340,1.190000e+00,3.455761e-02,1.177576e+01,1.271589e-01,9.514725e+00
350,1.225000e+00,3.496295e-02,1.490726e+01,1.048402e-01,9.815709e+00
360,1.260000e+00,3.503604e-02,1.768127e+01,9.049472e-02,1.002826e+01
370,1.295000e+00,3.480753e-02,2.003133e+01,8.066795e-02,1.019392e+01
380,1.330000e+00,3.435956e-02,2.188980e+01,7.382658e-02,1.032787e+01
390,1.365000e+00,3.381902e-02,2.322245e+01,6.928771e-02,1.044737e+01
400,1.400000e+00,3.335456e-02,2.400763e+01,6.684235e-02,1.056452e+01
410,1.435000e+00,3.316179e-02,2.421671e+01,6.660742e-02,1.068080e+01
420,1.470000e+00,3.343228e-02,2.381276e+01,6.897225e-02,1.078753e+01
430,1.505000e+00,3.427026e-02,2.284479e+01,7.452081e-02,1.090816e+01
440,1.540000e+00,3.591124e-02,2.136706e+01,8.471001e-02,1.106759e+01
450,1.575000e+00,3.793598e-02,1.939698e+01,1.004241e-01,1.127521e+01
460,1.610000e+00,4.001531e-02,1.698324e+01,1.240907e-01,1.156478e+01
470,1.645000e+00,4.216642e-02,1.422679e+01,1.625557e-01,1.204332e+01
480,1.680000e+00,4.433259e-02,1.114427e+01,2.332488e-01,1.287514e+01
490,1.715000e+00,4.639605e-02,7.786722e+00,3.994567e-01,1.472133e+01
500,1.750000e+00,4.820008e-02,4.248717e+00,1.222506e+00,2.366274e+01
510,1.785000e+00,4.958722e-02,6.799326e-01,1.296574e+00,3.903887e+00
520,1.820000e+00,5.042213e-02,3.079470e+00,4.384762e-01,5.880371e+00
530,1.855000e+00,5.059543e-02,6.677356e+00,2.677458e-01,7.759253e+00
540,1.890000e+00,5.003966e-02,1.012927e+01,1.936653e-01,8.608344e+00
550,1.925000e+00,4.873816e-02,1.336141e+01,1.515674e-01,9.124161e+00
560,1.960000e+00,4.673591e-02,1.628315e+01,1.239746e-01,9.484716e+00
570,1.995000e+00,4.414105e-02,1.882971e+01,1.042780e-01,9.767824e+00
